user_id,ensemble_score,rule_score,amount,location,transaction_type,risk_level
user1000,0.34194314026980327,0.14285714285714285,2235.91,London,cashout,LOW
user1000,0.3115862120471419,0.14285714285714285,1267.67,Manchester,debit,LOW
user1000,0.35156620735379335,0.14285714285714285,2708.01,Cardiff,refund,LOW
user1000,0.40215972118348253,0.31428571428571433,4659.06,Birmingham,cashout,LOW
user1000,0.36224502087849275,0.14285714285714285,4063.97,Liverpool,cashout,LOW
user1000,0.289473327252713,0.14285714285714285,1835.92,Birmingham,refund,NORMAL
user1000,0.33239421839038363,0.2285714285714286,3032.41,Leeds,cashout,LOW
user1000,0.37115394073902896,0.14285714285714285,2262.64,Leeds,withdrawal,LOW
user1000,0.4136858513473409,0.14285714285714285,353.96,,deposit,LOW
user1000,0.4341684275208988,0.14285714285714285,105.57,Manchester,debit,LOW
user1000,0.36730344875515397,0.14285714285714285,536.81,Leeds,top,LOW
user1000,0.4167947473386855,0.31428571428571433,4674.8,Leeds,cashout,LOW
user1000,0.3807468203775322,0.14285714285714285,414.44,,purchase,LOW
user1000,0.3736370903389771,0.2285714285714286,3443.9,Liverpool,deposit,LOW
user1000,0.30181194581943854,0.14285714285714285,3451.51,Birmingham,purchase,LOW
user1000,0.44625748648859415,0.2285714285714286,2676.48,Glasgow,top-up,LOW
user1000,0.4036170907687524,0.14285714285714285,2715.87,Birmingham,cashout,LOW
user1000,0.39025613720258406,0.14285714285714285,3947.82,Cardiff,deposit,LOW
user1000,0.3997687959880454,0.2285714285714286,320.17,London,deposit,LOW
user1000,0.3058486163233649,0.14285714285714285,1544.77,Birmingham,debit,LOW
user1000,0.4293784537759899,0.2,4121.93,Liverpool,top,LOW
user1000,0.39322747573243466,0.2285714285714286,1798.45,Manchester,withdrawal,LOW
user1000,0.33110027049405244,0.14285714285714285,3363.8,Leeds,top-up,LOW
user1000,0.29551125451215743,0.14285714285714285,2182.71,London,debit,NORMAL
user1000,0.373287323869813,0.1142857142857143,507.91,Birmingham,top-up,LOW
user1000,0.30613862939747366,0.14285714285714285,3273.93,Leeds,transfer,LOW
user1000,0.31410866005735427,0.14285714285714285,940.66,Cardiff,debit,LOW
user1000,0.38197610228951323,0.14285714285714285,4299.36,Birmingham,top,LOW
user1000,0.5308080912087408,0.39999999999999997,4696.81,Leeds,top,MEDIUM
user1000,0.34098494468330975,0.14285714285714285,935.32,Leeds,top-up,LOW
user1000,0.2874905981632521,0.14285714285714285,3413.7,Manchester,debit,NORMAL
user1000,0.3568128006079606,0.14285714285714285,2007.87,,deposit,LOW
user1000,0.3041858262725374,0.14285714285714285,406.29,Birmingham,top-up,LOW
user1000,0.4086252025153368,0.14285714285714285,2461.89,None,top,LOW
user1000,0.330579755406125,0.14285714285714285,111.67,London,deposit,LOW
user1000,0.29273481418914815,0.14285714285714285,3213.02,Glasgow,refund,NORMAL
user1000,0.3498761812642635,0.2,4222.78,London,purchase,LOW
user1000,0.4051720005859512,0.1142857142857143,3251.5,Liverpool,withdrawal,LOW
user1000,0.40852082443063326,0.2285714285714286,4169.62,Manchester,deposit,LOW
user1000,0.47346816474755204,0.1142857142857143,1628.71,Manchester,purchase,LOW
user1000,0.41400025975503896,0.2285714285714286,4215.12,Leeds,transfer,LOW
user1000,0.3044912080717879,0.14285714285714285,912.95,Liverpool,transfer,LOW
user1000,0.3524440054479783,0.14285714285714285,1536.51,Liverpool,top-up,LOW
user1000,0.3338416538126262,0.14285714285714285,3725.36,Birmingham,cashout,LOW
user1000,0.3684940113296219,0.2285714285714286,2787.48,Leeds,top-up,LOW
user1000,0.4290937831806959,0.2285714285714286,3005.17,Leeds,deposit,LOW
user1000,0.32595581091790876,0.14285714285714285,4102.31,Liverpool,debit,LOW
user1000,0.37653482815128586,0.2285714285714286,1541.58,Birmingham,top-up,LOW
user1000,0.33871255333744155,0.14285714285714285,2930.5,Cardiff,cashout,LOW
user1000,0.34225260578246963,0.2285714285714286,2678.69,Birmingham,cashout,LOW
user1000,0.42639860744335084,0.2285714285714286,4480.59,Birmingham,transfer,LOW
user1000,0.38564437610249724,0.2285714285714286,239.87,Manchester,transfer,LOW
user1000,0.45330190897497036,0.14285714285714285,4.82,Manchester,deposit,LOW
user1000,0.377980696922291,0.14285714285714285,756.38,,debit,LOW
user1000,0.3823933117896188,0.2285714285714286,3291.39,Manchester,withdrawal,LOW
user1000,0.3652497183386396,0.2285714285714286,681.72,Leeds,refund,LOW
user1000,0.5254378593746305,0.3714285714285714,4686.05,Manchester,withdrawal,MEDIUM
user1000,0.39568807252558974,0.14285714285714285,2763.2,Cardiff,top-up,LOW
user1000,0.34618367005558054,0.14285714285714285,862.26,Glasgow,transfer,LOW
user1000,0.46233344179405433,0.31428571428571433,4662.26,Liverpool,top,LOW
user1000,0.30002455577333487,0.14285714285714285,1665.75,Glasgow,refund,LOW
user1000,0.3567724247222993,0.14285714285714285,2501.81,Birmingham,purchase,LOW
user1000,0.33187668177280893,0.14285714285714285,846.74,Leeds,purchase,LOW
user1000,0.4071612883475834,0.2285714285714286,3644.87,Birmingham,deposit,LOW
user1000,0.3273999781326501,0.14285714285714285,1142.03,Manchester,transfer,LOW
user1000,0.3980781727932371,0.2285714285714286,871.71,,cashout,LOW
user1000,0.3798488656761351,0.2285714285714286,4510.63,Cardiff,withdrawal,LOW
user1000,0.34332968362489386,0.14285714285714285,902.62,Glasgow,withdrawal,LOW
user1000,0.35366214278534397,0.2285714285714286,1114.48,London,cashout,LOW
user1000,0.31363116949965786,0.14285714285714285,1504.56,Manchester,deposit,LOW
user1000,0.4372522498098962,0.19999999999999998,2070.5,Cardiff,top,LOW
user1000,0.3194211855316943,0.14285714285714285,2157.19,Liverpool,withdrawal,LOW
user1000,0.3292086915852836,0.14285714285714285,2262.7,Cardiff,top-up,LOW
user1000,0.3508185458823977,0.14285714285714285,966.27,Glasgow,withdrawal,LOW
user1001,0.5130129045865239,0.2,4517.8,Cardiff,cashout,MEDIUM
user1001,0.40875664985200943,0.14285714285714285,761.79,Glasgow,transfer,LOW
user1001,0.4981739646175854,0.2285714285714286,182.32,,transfer,LOW
user1001,0.4287593130376536,0.14285714285714285,342.99,London,transfer,LOW
user1001,0.4418856428042159,0.14285714285714285,4390.87,Liverpool,debit,LOW
user1001,0.41829567176814436,0.14285714285714285,4214.67,Cardiff,transfer,LOW
user1001,0.4155654070593585,0.14285714285714285,81.74,Liverpool,transfer,LOW
user1001,0.5156968851709414,0.2285714285714286,1413.53,None,purchase,MEDIUM
user1001,0.3785140137538575,0.14285714285714285,1381.86,Glasgow,deposit,LOW
user1001,0.4214589437156959,0.14285714285714285,1843.3,Liverpool,purchase,LOW
user1001,0.41495091533834016,0.14285714285714285,1337.77,Manchester,debit,LOW
user1001,0.46313708981889046,0.14285714285714285,367.3,London,transfer,LOW
user1001,0.41443071760760847,0.14285714285714285,3021.72,Manchester,cashout,LOW
user1001,0.4721634620730473,0.14285714285714285,3532.78,Leeds,withdrawal,LOW
user1001,0.43258591507932753,0.14285714285714285,920.49,Leeds,top-up,LOW
user1001,0.4147542095303245,0.14285714285714285,255.96,Manchester,transfer,LOW
user1001,0.61697323129221,0.4571428571428572,4660.82,Glasgow,cashout,MEDIUM
user1001,0.4076417890863526,0.14285714285714285,127.72,Birmingham,debit,LOW
user1001,0.4267822972774785,0.14285714285714285,3135.26,Birmingham,cashout,LOW
user1001,0.5841883001710702,0.14285714285714285,996.37,London,top,MEDIUM
user1001,0.4920980235544716,0.2285714285714286,3973.6,Manchester,withdrawal,LOW
user1001,0.48442485976883515,0.2285714285714286,478.51,Birmingham,transfer,LOW
user1001,0.454783407152138,0.2285714285714286,1272.2,Cardiff,deposit,LOW
user1001,0.4688594179218488,0.2285714285714286,1782.83,Cardiff,debit,LOW
user1001,0.5081723240278497,0.19999999999999998,4465.62,Birmingham,debit,MEDIUM
user1001,0.3931906276138448,0.14285714285714285,1814.4,Glasgow,cashout,LOW
user1001,0.42735585797435793,0.2285714285714286,975.74,Leeds,transfer,LOW
user1001,0.3870924335425041,0.14285714285714285,2448.62,Glasgow,debit,LOW
user1001,0.5084045940552977,0.14285714285714285,2559.71,Liverpool,withdrawal,MEDIUM
user1001,0.514690896352922,0.2285714285714286,3291.24,,top-up,MEDIUM
user1001,0.6415794029929052,0.39999999999999997,4677.14,,withdrawal,MEDIUM
user1001,0.4882163452445916,0.14285714285714285,289.99,Cardiff,debit,LOW
user1001,0.4471466885183246,0.14285714285714285,2771.25,Liverpool,purchase,LOW
user1001,0.425554766058744,0.14285714285714285,298.43,Cardiff,deposit,LOW
user1001,0.4488565785807091,0.2285714285714286,1212.63,Liverpool,debit,LOW
user1003,0.36648374430036756,0.14285714285714285,1108.76,Glasgow,refund,LOW
user1003,0.3927230328617406,0.14285714285714285,4352.91,Glasgow,top-up,LOW
user1003,0.43845320752511874,0.2285714285714286,1252.7,Liverpool,top-up,LOW
user1003,0.371764235400199,0.14285714285714285,1153.56,Birmingham,deposit,LOW
user1003,0.34151859427835896,0.14285714285714285,388.99,London,debit,LOW
user1003,0.38984600400288394,0.1142857142857143,1122.56,,purchase,LOW
user1003,0.3212598215100846,0.14285714285714285,2204.59,Manchester,transfer,LOW
user1003,0.33361906760531396,0.14285714285714285,2589.08,Glasgow,withdrawal,LOW
user1003,0.3806290348329787,0.2285714285714286,484.33,Birmingham,debit,LOW
user1003,0.37092953947005136,0.1142857142857143,3057.05,Cardiff,transfer,LOW
user1003,0.3887576188299214,0.14285714285714285,2801.35,Glasgow,top,LOW
user1003,0.42509354311056036,0.2285714285714286,388.56,,cashout,LOW
user1003,0.3948836298507368,0.14285714285714285,1272.27,,purchase,LOW
user1003,0.39325444474735904,0.14285714285714285,4143.34,London,top,LOW
user1003,0.3822379701157113,0.2285714285714286,2587.8,Manchester,purchase,LOW
user1003,0.3920417283898675,0.14285714285714285,193.97,London,purchase,LOW
user1003,0.3478749403365098,0.14285714285714285,4006.05,Manchester,top-up,LOW
user1003,0.416639650079327,0.2285714285714286,3005.17,Manchester,purchase,LOW
user1003,0.32406386480551663,0.14285714285714285,1127.01,London,top-up,LOW
user1003,0.32454054818796974,0.1142857142857143,2520.52,Manchester,purchase,LOW
user1003,0.3596740430241496,0.14285714285714285,4261.19,Birmingham,cashout,LOW
user1003,0.41351229490883695,0.2285714285714286,717.05,Liverpool,deposit,LOW
user1003,0.3917853115169278,0.2285714285714286,2189.15,Cardiff,cashout,LOW
user1003,0.37799942608901604,0.14285714285714285,1777.35,Glasgow,transfer,LOW
user1003,0.37419907620297654,0.14285714285714285,1303.27,Glasgow,transfer,LOW
user1003,0.34743763698500707,0.14285714285714285,2110.49,Liverpool,top-up,LOW
user1003,0.37245779973123605,0.14285714285714285,990.46,Birmingham,withdrawal,LOW
user1003,0.43279395434068757,0.2285714285714286,2484.39,,transfer,LOW
user1003,0.3977384635308834,0.2285714285714286,1847.75,Liverpool,deposit,LOW
user1003,0.38322350248494264,0.19999999999999998,2080.24,Leeds,transfer,LOW
user1003,0.3319937149389242,0.14285714285714285,4462.12,Birmingham,debit,LOW
user1003,0.4717476945551615,0.31428571428571433,4582.9,,transfer,LOW
user1003,0.38308417290098695,0.2285714285714286,3069.63,Birmingham,top-up,LOW
user1003,0.45351309197401757,0.2285714285714286,4262.97,,debit,LOW
user1003,0.4730255766453776,0.19999999999999998,899.68,Liverpool,deposit,LOW
user1003,0.3412756984935624,0.14285714285714285,2542.93,Birmingham,cashout,LOW
user1003,0.4533616405649313,0.3714285714285714,4715.45,Leeds,purchase,LOW
user1003,0.377706897522528,0.2285714285714286,3666.95,Liverpool,purchase,LOW
user1003,0.4152334356345485,0.2285714285714286,1448.36,,refund,LOW
user1003,0.3633336505251245,0.14285714285714285,3214.82,,deposit,LOW
user1003,0.3905330275918102,0.17142857142857146,4241.72,Manchester,debit,LOW
user1003,0.34323379608170707,0.14285714285714285,2371.69,London,cashout,LOW
user1003,0.38395925586703894,0.2857142857142857,3497.59,Cardiff,cashout,LOW
user1003,0.5532772443889105,0.5142857142857143,4658.85,Liverpool,refund,MEDIUM
user1003,0.3986505297892494,0.14285714285714285,619.91,Liverpool,refund,LOW
user1003,0.3660116107440336,0.14285714285714285,3338.15,Cardiff,top,LOW
user1003,0.48298118811078034,0.2285714285714286,61.64,Leeds,transfer,LOW
user1003,0.4827991735002445,0.2285714285714286,2235.64,,withdrawal,LOW
user1003,0.31604671971347786,0.14285714285714285,3208.88,London,purchase,LOW
user1003,0.34908347887811453,0.2285714285714286,1710.75,Liverpool,cashout,LOW
user1003,0.36485634304309983,0.14285714285714285,3062.77,London,purchase,LOW
user1003,0.39597852536694855,0.2,4055.22,London,top-up,LOW
user1003,0.3488036520207148,0.14285714285714285,660.07,Liverpool,transfer,LOW
user1003,0.3115143425206215,0.14285714285714285,3347.87,Cardiff,withdrawal,LOW
user1003,0.362410976907485,0.14285714285714285,2299.9,Cardiff,debit,LOW
user1003,0.33762466286741205,0.14285714285714285,1896.7,Leeds,cashout,LOW
user1003,0.4595669744574297,0.39999999999999997,4646.55,Glasgow,deposit,LOW
user1003,0.4026486367237977,0.2285714285714286,2625.28,Cardiff,cashout,LOW
user1003,0.44543302774843824,0.31428571428571433,4898.95,Liverpool,deposit,LOW
user1003,0.3647307256152619,0.2285714285714286,2108.99,Birmingham,withdrawal,LOW
user1003,0.3963986929522138,0.1142857142857143,483.73,Birmingham,cashout,LOW
user1003,0.32211674085068454,0.14285714285714285,1826.61,Glasgow,debit,LOW
user1003,0.35848198781553103,0.14285714285714285,3316.31,Manchester,deposit,LOW
user1003,0.39581524318118,0.19999999999999998,2153.45,Glasgow,refund,LOW
user1003,0.41362623164496304,0.1142857142857143,2048.54,Liverpool,top,LOW
user1003,0.35523256192411024,0.2285714285714286,2000.16,Leeds,deposit,LOW
user1003,0.29265579781286677,0.14285714285714285,1559.89,Glasgow,withdrawal,NORMAL
user1003,0.3582314019233621,0.2285714285714286,2543.35,Leeds,withdrawal,LOW
user1003,0.34227685055623025,0.2285714285714286,3345.06,London,purchase,LOW
user1003,0.36396787433667177,0.2285714285714286,4144.36,Leeds,refund,LOW
user1003,0.3760852662734653,0.1142857142857143,2349.51,,purchase,LOW
user1003,0.2980451984773105,0.14285714285714285,3342.45,Liverpool,cashout,NORMAL
user1003,0.37317858560569256,0.2285714285714286,2160.25,Liverpool,purchase,LOW
user1003,0.3868883754261831,0.14285714285714285,207.62,Glasgow,deposit,LOW
user1003,0.41427476006901076,0.14285714285714285,300.91,Manchester,top-up,LOW
user1003,0.3753482360514727,0.2857142857142857,3809.28,Leeds,purchase,LOW
user1003,0.549034239512395,0.4571428571428572,4585.0,,deposit,MEDIUM
user1003,0.4298983930073966,0.2285714285714286,133.21,Cardiff,withdrawal,LOW
user1003,0.34082264617005625,0.14285714285714285,2513.99,Cardiff,deposit,LOW
user1003,0.3647738856905294,0.2,4197.7,Glasgow,withdrawal,LOW
user1003,0.3896556697768194,0.2285714285714286,3392.24,Birmingham,refund,LOW
user1003,0.44209655139375104,0.2285714285714286,4541.06,Birmingham,top-up,LOW
user1003,0.43737602255010943,0.14285714285714285,40.63,,transfer,LOW
user1003,0.28301273376096187,0.14285714285714285,1388.9,Liverpool,purchase,NORMAL
user1003,0.37083829638757554,0.14285714285714285,151.97,Glasgow,purchase,LOW
user1003,0.3679135961038773,0.2285714285714286,3964.8,Cardiff,transfer,LOW
user1003,0.3694079315058225,0.2285714285714286,1948.49,Cardiff,debit,LOW
user1003,0.3124258822493504,0.14285714285714285,1043.12,Liverpool,purchase,LOW
user1003,0.3843043763872515,0.14285714285714285,4055.16,Liverpool,cashout,LOW
user1003,0.4049239425333346,0.31428571428571433,4944.93,Birmingham,purchase,LOW
user1003,0.3639284521725578,0.1142857142857143,129.26,Liverpool,withdrawal,LOW
user1003,0.34587376166233674,0.2285714285714286,3636.54,London,debit,LOW
user1003,0.29305468980254973,0.14285714285714285,2530.47,Liverpool,debit,NORMAL
user1003,0.40204667630095114,0.2285714285714286,1044.67,Manchester,deposit,LOW
user1003,0.37196164195462594,0.19999999999999998,3188.44,Liverpool,purchase,LOW
user1003,0.4050691032147097,0.14285714285714285,2789.13,Liverpool,debit,LOW
user1003,0.3244922755191886,0.14285714285714285,3599.88,Cardiff,deposit,LOW
user1003,0.35710475588638946,0.14285714285714285,3266.98,Birmingham,debit,LOW
user1003,0.3831288764026576,0.2285714285714286,1032.5,Cardiff,purchase,LOW
user1003,0.34768747774454384,0.2285714285714286,1881.6,Birmingham,purchase,LOW
user1003,0.3375416351286755,0.2285714285714286,2567.19,Glasgow,withdrawal,LOW
user1003,0.3730471432757564,0.1142857142857143,157.64,Birmingham,cashout,LOW
user1003,0.45107107181932266,0.19999999999999998,533.81,,purchase,LOW
user1003,0.30617427224039195,0.14285714285714285,2516.15,Manchester,refund,LOW
user1003,0.3074979877063235,0.14285714285714285,3182.08,Birmingham,top-up,LOW
user1003,0.34932396886193356,0.2285714285714286,1252.71,Cardiff,withdrawal,LOW
